shelfmark,iiif_url,url,orig_shelfmark
JRL SERIES B 4553,https://princetongenizalab.github.io/iiif/jrl/b/b-4553.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4553%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4553
JRL SERIES B 3296,https://princetongenizalab.github.io/iiif/jrl/b/b-3296.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3296%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3296
JRL SERIES B 4103,https://princetongenizalab.github.io/iiif/jrl/b/b-4103.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4103%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4103
JRL SERIES B 4416,https://princetongenizalab.github.io/iiif/jrl/b/b-4416.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4416%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4416
JRL SERIES B 3629,https://princetongenizalab.github.io/iiif/jrl/b/b-3629.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3629%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3629
JRL SERIES B 2891,https://princetongenizalab.github.io/iiif/jrl/b/b-2891.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2891%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2891
JRL SERIES B 3783,https://princetongenizalab.github.io/iiif/jrl/b/b-3783.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3783%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3783
JRL SERIES B 4046,https://princetongenizalab.github.io/iiif/jrl/b/b-4046.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4046%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4046
JRL SERIES B 6581,https://princetongenizalab.github.io/iiif/jrl/b/b-6581.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6581%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6581
JRL SERIES B 3279,https://princetongenizalab.github.io/iiif/jrl/b/b-3279.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3279%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3279
JRL SERIES B 5207,https://princetongenizalab.github.io/iiif/jrl/b/b-5207.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5207%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5207
JRL SERIES B 2038,https://princetongenizalab.github.io/iiif/jrl/b/b-2038.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2038%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2038
JRL SERIES B 8435,https://princetongenizalab.github.io/iiif/jrl/b/b-8435.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8435%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8435
JRL SERIES B 6978,https://princetongenizalab.github.io/iiif/jrl/b/b-6978.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6978%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6978
JRL SERIES B 4945,https://princetongenizalab.github.io/iiif/jrl/b/b-4945.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4945%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4945
JRL SERIES B 5657,https://princetongenizalab.github.io/iiif/jrl/b/b-5657.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5657%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5657
JRL SERIES B 2192,https://princetongenizalab.github.io/iiif/jrl/b/b-2192.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2192%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2192
JRL SERIES B 7390,https://princetongenizalab.github.io/iiif/jrl/b/b-7390.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7390%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7390
JRL SERIES B 2468,https://princetongenizalab.github.io/iiif/jrl/b/b-2468.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2468%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2468
JRL SERIES B 8065,https://princetongenizalab.github.io/iiif/jrl/b/b-8065.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8065%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8065
JRL SERIES B 6352,https://princetongenizalab.github.io/iiif/jrl/b/b-6352.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6352%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6352
JRL SERIES B 3150,https://princetongenizalab.github.io/iiif/jrl/b/b-3150.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3150%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3150
JRL SERIES B 4695,https://princetongenizalab.github.io/iiif/jrl/b/b-4695.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4695%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4695
JRL SERIES B 5987,https://princetongenizalab.github.io/iiif/jrl/b/b-5987.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5987%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5987
JRL SERIES B 6702,https://princetongenizalab.github.io/iiif/jrl/b/b-6702.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6702%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6702
JRL SERIES B 7810,https://princetongenizalab.github.io/iiif/jrl/b/b-7810.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7810%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7810
JRL SERIES B 3500,https://princetongenizalab.github.io/iiif/jrl/b/b-3500.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3500%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3500
JRL SERIES B 7543,https://princetongenizalab.github.io/iiif/jrl/b/b-7543.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7543%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7543
JRL SERIES B 5084,https://princetongenizalab.github.io/iiif/jrl/b/b-5084.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5084%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5084
JRL SERIES B 2741,https://princetongenizalab.github.io/iiif/jrl/b/b-2741.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2741%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2741
JRL SERIES B 3853,https://princetongenizalab.github.io/iiif/jrl/b/b-3853.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3853%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3853
JRL SERIES B 7113,https://princetongenizalab.github.io/iiif/jrl/b/b-7113.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7113%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7113
JRL SERIES B 2311,https://princetongenizalab.github.io/iiif/jrl/b/b-2311.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2311%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2311
JRL SERIES B 8209,https://princetongenizalab.github.io/iiif/jrl/b/b-8209.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8209%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8209
JRL SERIES B 2604,https://princetongenizalab.github.io/iiif/jrl/b/b-2604.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2604%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2604
JRL SERIES B 3916,https://princetongenizalab.github.io/iiif/jrl/b/b-3916.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3916%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3916
JRL SERIES B 7406,https://princetongenizalab.github.io/iiif/jrl/b/b-7406.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7406%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7406
JRL SERIES B 8659,https://princetongenizalab.github.io/iiif/jrl/b/b-8659.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8659%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8659
JRL SERIES B 2254,https://princetongenizalab.github.io/iiif/jrl/b/b-2254.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2254%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2254
JRL SERIES B 5591,https://princetongenizalab.github.io/iiif/jrl/b/b-5591.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5591%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5591
JRL SERIES B 7056,https://princetongenizalab.github.io/iiif/jrl/b/b-7056.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7056%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7056
JRL SERIES B 3015,https://princetongenizalab.github.io/iiif/jrl/b/b-3015.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3015%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3015
JRL SERIES B 6217,https://princetongenizalab.github.io/iiif/jrl/b/b-6217.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6217%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6217
JRL SERIES B 4380,https://princetongenizalab.github.io/iiif/jrl/b/b-4380.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4380%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4380
JRL SERIES B 3445,https://princetongenizalab.github.io/iiif/jrl/b/b-3445.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3445%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3445
JRL SERIES B 6647,https://princetongenizalab.github.io/iiif/jrl/b/b-6647.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6647%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6647
JRL SERIES B 7955,https://princetongenizalab.github.io/iiif/jrl/b/b-7955.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7955%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7955
JRL SERIES B 5968,https://princetongenizalab.github.io/iiif/jrl/b/b-5968.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5968%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5968
JRL SERIES B 4115,https://princetongenizalab.github.io/iiif/jrl/b/b-4115.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4115%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4115
JRL SERIES B 6128,https://princetongenizalab.github.io/iiif/jrl/b/b-6128.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6128%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6128
JRL SERIES B 4545,https://princetongenizalab.github.io/iiif/jrl/b/b-4545.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4545%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4545
JRL SERIES B 3280,https://princetongenizalab.github.io/iiif/jrl/b/b-3280.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3280%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3280
JRL SERIES B 6578,https://princetongenizalab.github.io/iiif/jrl/b/b-6578.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6578%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6578
JRL SERIES B 6082,https://princetongenizalab.github.io/iiif/jrl/b/b-6082.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6082%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6082
JRL SERIES B 2868,https://princetongenizalab.github.io/iiif/jrl/b/b-2868.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2868%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2868
JRL SERIES B 7739,https://princetongenizalab.github.io/iiif/jrl/b/b-7739.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7739%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7739
JRL SERIES B 5704,https://princetongenizalab.github.io/iiif/jrl/b/b-5704.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5704%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5704
JRL SERIES B 4816,https://princetongenizalab.github.io/iiif/jrl/b/b-4816.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4816%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4816
JRL SERIES B 8136,https://princetongenizalab.github.io/iiif/jrl/b/b-8136.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8136%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8136
JRL SERIES B 2491,https://princetongenizalab.github.io/iiif/jrl/b/b-2491.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2491%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2491
JRL SERIES B 7369,https://princetongenizalab.github.io/iiif/jrl/b/b-7369.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7369%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7369
JRL SERIES B 5354,https://princetongenizalab.github.io/iiif/jrl/b/b-5354.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5354%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5354
JRL SERIES B 8566,https://princetongenizalab.github.io/iiif/jrl/b/b-8566.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8566%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8566
JRL SERIES B 7693,https://princetongenizalab.github.io/iiif/jrl/b/b-7693.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7693%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7693
JRL SERIES B 6981,https://princetongenizalab.github.io/iiif/jrl/b/b-6981.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6981%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6981
JRL SERIES B 8073,https://princetongenizalab.github.io/iiif/jrl/b/b-8073.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8073%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8073
JRL SERIES B 7386,https://princetongenizalab.github.io/iiif/jrl/b/b-7386.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7386%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7386
JRL SERIES B 5641,https://princetongenizalab.github.io/iiif/jrl/b/b-5641.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5641%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5641
JRL SERIES B 2184,https://princetongenizalab.github.io/iiif/jrl/b/b-2184.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2184%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2184
JRL SERIES B 4953,https://princetongenizalab.github.io/iiif/jrl/b/b-4953.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4953%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4953
JRL SERIES B 8589,https://princetongenizalab.github.io/iiif/jrl/b/b-8589.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8589%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8589
JRL SERIES B 8423,https://princetongenizalab.github.io/iiif/jrl/b/b-8423.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8423%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8423
JRL SERIES B 5211,https://princetongenizalab.github.io/iiif/jrl/b/b-5211.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5211%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5211
JRL SERIES B 6597,https://princetongenizalab.github.io/iiif/jrl/b/b-6597.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6597%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6597
JRL SERIES B 3795,https://princetongenizalab.github.io/iiif/jrl/b/b-3795.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3795%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3795
JRL SERIES B 4050,https://princetongenizalab.github.io/iiif/jrl/b/b-4050.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4050%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4050
JRL SERIES B 2887,https://princetongenizalab.github.io/iiif/jrl/b/b-2887.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2887%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2887
JRL SERIES B 4400,https://princetongenizalab.github.io/iiif/jrl/b/b-4400.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4400%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4400
JRL SERIES B 2307,https://princetongenizalab.github.io/iiif/jrl/b/b-2307.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2307%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2307
JRL SERIES B 5138,https://princetongenizalab.github.io/iiif/jrl/b/b-5138.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5138%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5138
JRL SERIES B 7105,https://princetongenizalab.github.io/iiif/jrl/b/b-7105.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7105%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7105
JRL SERIES B 3845,https://princetongenizalab.github.io/iiif/jrl/b/b-3845.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3845%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3845
JRL SERIES B 5092,https://princetongenizalab.github.io/iiif/jrl/b/b-5092.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5092%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5092
JRL SERIES B 2757,https://princetongenizalab.github.io/iiif/jrl/b/b-2757.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2757%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2757
JRL SERIES B 5568,https://princetongenizalab.github.io/iiif/jrl/b/b-5568.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5568%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5568
JRL SERIES B 7555,https://princetongenizalab.github.io/iiif/jrl/b/b-7555.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7555%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7555
JRL SERIES B 3516,https://princetongenizalab.github.io/iiif/jrl/b/b-3516.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3516%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3516
JRL SERIES B 7806,https://princetongenizalab.github.io/iiif/jrl/b/b-7806.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7806%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7806
JRL SERIES B 6714,https://princetongenizalab.github.io/iiif/jrl/b/b-6714.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6714%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6714
JRL SERIES B 4729,https://princetongenizalab.github.io/iiif/jrl/b/b-4729.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4729%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4729
JRL SERIES B 5991,https://princetongenizalab.github.io/iiif/jrl/b/b-5991.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5991%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5991
JRL SERIES B 3146,https://princetongenizalab.github.io/iiif/jrl/b/b-3146.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3146%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3146
JRL SERIES B 4683,https://princetongenizalab.github.io/iiif/jrl/b/b-4683.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4683%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4683
JRL SERIES B 6344,https://princetongenizalab.github.io/iiif/jrl/b/b-6344.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6344%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6344
JRL SERIES B 4379,https://princetongenizalab.github.io/iiif/jrl/b/b-4379.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4379%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4379
JRL SERIES B 7943,https://princetongenizalab.github.io/iiif/jrl/b/b-7943.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7943%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7943
JRL SERIES B 6651,https://princetongenizalab.github.io/iiif/jrl/b/b-6651.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6651%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6651
JRL SERIES B 4396,https://princetongenizalab.github.io/iiif/jrl/b/b-4396.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4396%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4396
JRL SERIES B 3453,https://princetongenizalab.github.io/iiif/jrl/b/b-3453.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3453%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3453
JRL SERIES B 6201,https://princetongenizalab.github.io/iiif/jrl/b/b-6201.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6201%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6201
JRL SERIES B 3003,https://princetongenizalab.github.io/iiif/jrl/b/b-3003.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3003%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3003
JRL SERIES B 7040,https://princetongenizalab.github.io/iiif/jrl/b/b-7040.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7040%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7040
JRL SERIES B 2242,https://princetongenizalab.github.io/iiif/jrl/b/b-2242.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2242%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2242
JRL SERIES B 5587,https://princetongenizalab.github.io/iiif/jrl/b/b-5587.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5587%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5587
JRL SERIES B 7410,https://princetongenizalab.github.io/iiif/jrl/b/b-7410.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+7410%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 7410
